hash,exp,subj,list,device,age,gender,race,birth_order,English,Eng_variety,languages,relatives,occupation
#,CAT,26225154fb4590,2,ear_buds,61-70,male,white,oldest_sib,native,from Oklahoma,None,rel_never,ed
